CSF-PR / CSF GEL BOUND FRACTION / Proteins / 
index,PI,Accession,Other Protein(s),Description,CHROMOSOME,Gene Name,Coverage(%),Non Enzymatic Peptides,#Peptides,#Spectra,NSAF,RANK (NSAF),MW,Confidence,Spectrum Lower Range,Spectrum Upper Range,Peptide Lower Range,Peptide Upper Range,Validated
154.00,SINGLE PROTEIN,P80108,, Phosphatidylinositol-glycan-specific phospholipase D (PHLD_HUMAN),6,GPLD1,7.86,false,5.00,25.00,0.01,239.00,92.28,100.00,,,,,true
155.00,SINGLE PROTEIN,P02747,, Complement C1q subcomponent subunit C (C1QC_HUMAN),1,C1QC,19.59,false,5.00,15.00,0.01,210.00,25.76,100.00,,,,,true
156.00,SINGLE PROTEIN,P02745,, Complement C1q subcomponent subunit A (C1QA_HUMAN),1,C1QA,23.67,false,5.00,12.00,0.02,174.00,26.00,100.00,,,,,true
157.00,SINGLE PROTEIN,P13671,, Complement component C6 (CO6_HUMAN),5,C6,7.92,false,5.00,8.00,0.00,382.00,104.72,100.00,,,,,true
158.00,SINGLE PROTEIN,Q86YZ3,, Hornerin (HORN_HUMAN),1,HRNR,8.42,false,5.00,16.00,0.00,390.00,282.23,100.00,,,,,true
159.00,SINGLE PROTEIN,P35542,, Serum amyloid A-4 protein (SAA4_HUMAN),11,SAA4,30.77,false,5.00,19.00,0.05,121.00,14.74,100.00,,,,,true
160.00,SINGLE PROTEIN,P08571,, Monocyte differentiation antigen CD14 (CD14_HUMAN),5,CD14,20.53,false,5.00,11.00,0.02,195.00,40.05,100.00,,,,,true
161.00,SINGLE PROTEIN,P20774,, Mimecan (MIME_HUMAN),9,OGN,17.79,false,5.00,41.00,0.06,118.00,33.90,100.00,,,,,true
162.00,SINGLE PROTEIN,P78509,, Reelin (RELN_HUMAN),7,RELN,1.99,false,5.00,25.00,0.00,366.00,388.14,100.00,,,,,true
163.00,SINGLE PROTEIN,P19013,, Keratin, type II cytoskeletal 4 (K2C4_HUMAN),12,KRT4,9.55,false,5.00,23.00,0.01,291.00,57.25,100.00,,,,,true
164.00,SINGLE PROTEIN,P01612,, Ig kappa chain V-I region Mev (KV120_HUMAN),,,26.61,true,5.00,32.00,0.08,98.00,11.86,100.00,,,,,true
165.00,SINGLE PROTEIN,P01602,, Ig heavy chain V-I region 5 (Fragment) (KV110_HUMAN),2,IGKV1-5,41.88,true,5.00,52.00,0.18,60.00,12.76,100.00,,,,,true
166.00,RELATED PROTEINS,P01766,P01777, Ig heavy chain V-III region BRO (HV305_HUMAN),,,15.83,true,4.00,180.00,0.50,20.00,13.22,100.00,,,,,true
167.00,SINGLE PROTEIN,Q08431,, Lactadherin (MFGM_HUMAN),15,MFGE8,14.47,false,4.00,9.00,0.01,236.00,43.10,100.00,,,,,true
168.00,SINGLE PROTEIN,Q13822,, Ectonucleotide pyrophosphatase/phosphodiesterase family member 2 (ENPP2_HUMAN),8,ENPP2,4.40,false,4.00,24.00,0.01,271.00,98.93,100.00,,,,,true
169.00,SINGLE PROTEIN,Q9NQ79,, Cartilage acidic protein 1 (CRAC1_HUMAN),10,CRTAC1,12.41,false,4.00,10.00,0.01,276.00,71.38,100.00,,,,,true
170.00,SINGLE PROTEIN,P08519,, Apolipoprotein(a) (APOA_HUMAN),6,LPA,18.73,true,4.00,15.00,0.00,415.00,501.00,100.00,,,,,true
171.00,SINGLE PROTEIN,P06319,, Ig lambda chain V-VI region EB4 (LV605_HUMAN),,,27.48,true,4.00,25.00,0.08,103.00,14.14,100.00,,,,,true
172.00,SINGLE PROTEIN,Q86VB7,, Scavenger receptor cysteine-rich type 1 protein M130 (C163A_HUMAN),12,CD163,5.36,false,4.00,9.00,0.00,328.00,125.37,100.00,,,,,true
173.00,SINGLE PROTEIN,P01596,, Ig kappa chain V-I region CAR (KV104_HUMAN),,,33.64,true,4.00,90.00,0.15,74.00,11.70,100.00,,,,,true
174.00,SINGLE PROTEIN,Q9UHG2,, ProSAAS (PCSK1_HUMAN),X,PCSK1N,18.46,true,4.00,7.00,0.01,280.00,27.36,100.00,,,,,true
175.00,SINGLE PROTEIN,P24592,, Insulin-like growth factor-binding protein 6 (IBP6_HUMAN),12,IGFBP6,27.50,false,4.00,24.00,0.03,162.00,25.31,100.00,,,,,true
176.00,SINGLE PROTEIN,P07942,, Laminin subunit beta-1 (LAMB1_HUMAN),7,LAMB1,3.25,false,4.00,12.00,0.00,376.00,197.91,100.00,,,,,true
177.00,SINGLE PROTEIN,Q8NES3,, Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe (LFNG_HUMAN),7,LFNG,11.87,false,4.00,16.00,0.01,218.00,41.75,100.00,,,,,true
178.00,SINGLE PROTEIN,P01743,, Ig heavy chain V-I region HG3 (HV102_HUMAN),,,38.46,true,4.00,46.00,0.16,72.00,12.94,100.00,,,,,true
179.00,SINGLE PROTEIN,P01776,, Ig heavy chain V-III region WAS (HV315_HUMAN),,,23.93,true,4.00,139.00,0.16,73.00,13.08,100.00,,,,,true
180.00,SINGLE PROTEIN,P01767,, Ig heavy chain V-III region BUT (HV306_HUMAN),,,26.09,true,4.00,52.00,0.00,418.00,12.37,100.00,,,,,true
181.00,SINGLE PROTEIN,O43505,, Beta-1,4-glucuronyltransferase 1 (B4GA1_HUMAN),11,B3GNT1,19.04,false,4.00,11.00,0.01,215.00,47.09,100.00,,,,,true
182.00,SINGLE PROTEIN,P80748,, Ig lambda chain V-III region LOI (LV302_HUMAN),,,37.84,true,4.00,87.00,0.32,32.00,11.93,100.00,,,,,true
183.00,SINGLE PROTEIN,P05060,, Secretogranin-1 (SCG1_HUMAN),20,CHGB,10.49,false,4.00,11.00,0.01,219.00,78.23,100.00,,,,,true
184.00,SINGLE PROTEIN,P68871,, Hemoglobin subunit beta (HBB_HUMAN),11,HBB,38.10,false,4.00,16.00,0.05,131.00,15.99,100.00,,,,,true
185.00,SINGLE PROTEIN,O15031,, Plexin-B2 (PLXB2_HUMAN),22,PLXNB2,3.43,false,4.00,11.00,0.00,369.00,205.00,100.00,,,,,true
186.00,SINGLE PROTEIN,P07339,, Cathepsin D (CATD_HUMAN),11,CTSD,15.53,false,4.00,13.00,0.01,225.00,44.52,100.00,,,,,true
187.00,SINGLE PROTEIN,P07225,, Vitamin K-dependent protein S (PROS_HUMAN),3,PROS1,10.36,false,4.00,15.00,0.00,318.00,75.07,100.00,,,,,true
188.00,SINGLE PROTEIN,Q14894,, Ketimine reductase mu-crystallin (CRYM_HUMAN),16,CRYM,15.29,false,4.00,7.00,0.01,204.00,33.75,100.00,,,,,true
189.00,SINGLE PROTEIN,Q7Z3Y7,, Keratin, type I cytoskeletal 28 (K1C28_HUMAN),17,KRT28,10.13,true,4.00,61.00,0.01,254.00,50.54,100.00,,,,,true
190.00,SINGLE PROTEIN,P01703,, Ig lambda chain V-I region NEWM (LV105_HUMAN),,,53.40,true,4.00,36.00,0.28,34.00,10.90,100.00,,,,,true
191.00,SINGLE PROTEIN,P01613,, Ig kappa chain V-I region Ni (KV121_HUMAN),,,30.36,true,4.00,37.00,0.28,35.00,12.24,100.00,,,,,true
192.00,SINGLE PROTEIN,P01605,, Ig kappa chain V-I region Lay (KV113_HUMAN),,,31.48,false,4.00,47.00,0.27,39.00,11.83,100.00,,,,,true
193.00,SINGLE PROTEIN,P01601,, Ig kappa chain V-ID region 16 (Fragment) (KV109_HUMAN),,,28.21,true,4.00,32.00,0.07,108.00,12.79,100.00,,,,,true
194.00,SINGLE PROTEIN,P04003,, C4b-binding protein alpha chain (C4BPA_HUMAN),1,C4BPA,6.87,false,3.00,9.00,0.01,286.00,66.99,100.00,,,,,true
195.00,SINGLE PROTEIN,P06311,, Ig kappa chain V-III region IARC/BL41 (KV311_HUMAN),,,42.97,true,3.00,24.00,0.14,78.00,14.06,100.00,,,,,true
196.00,SINGLE PROTEIN,Q9Y5Y7,, Lymphatic vessel endothelial hyaluronic acid receptor 1 (LYVE1_HUMAN),11,LYVE1,8.39,false,3.00,16.00,0.03,150.00,35.19,100.00,,,,,true
197.00,SINGLE PROTEIN,Q92520,, Protein FAM3C (FAM3C_HUMAN),7,FAM3C,15.42,false,3.00,8.00,0.01,214.00,24.66,100.00,,,,,true
198.00,SINGLE PROTEIN,O14514,, Brain-specific angiogenesis inhibitor 1 (BAI1_HUMAN),8,BAI1,2.84,false,3.00,6.00,0.00,341.00,173.39,100.00,,,,,true
199.00,SINGLE PROTEIN,Q92765,, Secreted frizzled-related protein 3 (SFRP3_HUMAN),2,FRZB,12.00,false,3.00,10.00,0.02,184.00,36.23,100.00,,,,,true
200.00,SINGLE PROTEIN,P22061,, Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PIMT_HUMAN),6,PCMT1,22.03,false,3.00,14.00,0.03,160.00,24.62,100.00,,,,,true
201.00,SINGLE PROTEIN,Q6UX71,, Plexin domain-containing protein 2 (PXDC2_HUMAN),10,PLXDC2,8.32,false,3.00,8.00,0.00,320.00,59.55,100.00,,,,,true
202.00,SINGLE PROTEIN,Q9UHI8,, A disintegrin and metalloproteinase with thrombospondin motifs 1 (ATS1_HUMAN),21,ADAMTS1,6.10,true,3.00,9.00,0.00,337.00,105.29,100.00,,,,,true
203.00,SINGLE PROTEIN,Q24JP5,, Transmembrane protein 132A (T132A_HUMAN),11,TMEM132A,5.28,false,3.00,10.00,0.00,336.00,110.04,100.00,,,,,true
204.00,SINGLE PROTEIN,P14543,, Nidogen-1 (NID1_HUMAN),1,NID1,3.13,false,3.00,6.00,0.00,352.00,136.29,100.00,,,,,true
205.00,RELATED PROTEINS,Q14CN4,Q3SY84,Q7RTS7,Q86Y46, Keratin, type II cytoskeletal 72 (K2C72_HUMAN),12,KRT72,4.11,false,3.00,28.00,0.00,305.00,55.84,100.00,,,,,true
206.00,SINGLE PROTEIN,P24043,, Laminin subunit alpha-2 (LAMA2_HUMAN),6,LAMA2,1.73,false,3.00,4.00,0.00,414.00,343.68,100.00,,,,,true
207.00,SINGLE PROTEIN,P15814,, Immunoglobulin lambda-like polypeptide 1 (IGLL1_HUMAN),22,IGLL1,15.96,true,3.00,68.00,0.07,106.00,22.95,100.00,,,,,true
208.00,SINGLE PROTEIN,P01624,, Ig kappa chain V-III region POM (KV306_HUMAN),,,24.77,false,3.00,36.00,0.08,104.00,11.91,100.00,,,,,true
209.00,SINGLE PROTEIN,P55291,, Cadherin-15 (CAD15_HUMAN),16,CDH15,7.00,false,3.00,5.00,0.01,282.00,88.86,100.00,,,,,true
210.00,SINGLE PROTEIN,P01772,, Ig heavy chain V-III region KOL (HV311_HUMAN),,,21.43,true,3.00,60.00,0.38,29.00,13.71,100.00,,,,,true
211.00,SINGLE PROTEIN,P01770,, Ig heavy chain V-III region NIE (HV309_HUMAN),,,42.02,false,3.00,28.00,0.08,101.00,13.23,100.00,,,,,true
212.00,SINGLE PROTEIN,Q04721,, Neurogenic locus notch homolog protein 2 (NOTC2_HUMAN),1,NOTCH2,1.54,false,3.00,6.00,0.00,406.00,265.23,100.00,,,,,true
213.00,SINGLE PROTEIN,P09486,, SPARC (SPRC_HUMAN),5,SPARC,12.54,false,3.00,9.00,0.02,168.00,34.61,100.00,,,,,true
214.00,SINGLE PROTEIN,P01763,, Ig heavy chain V-III region WEA (HV302_HUMAN),,,35.96,false,3.00,63.00,0.16,71.00,12.25,100.00,,,,,true
215.00,SINGLE PROTEIN,P00338,, L-lactate dehydrogenase A chain (LDHA_HUMAN),11,LDHA,11.75,false,3.00,13.00,0.01,269.00,36.67,100.00,,,,,true
216.00,SINGLE PROTEIN,P02750,, Leucine-rich alpha-2-glycoprotein (A2GL_HUMAN),19,LRG1,13.54,false,3.00,7.00,0.01,247.00,38.15,100.00,,,,,true
217.00,SINGLE PROTEIN,O15240,, Neurosecretory protein VGF (VGF_HUMAN),7,VGF,6.99,false,3.00,5.00,0.00,340.00,67.22,100.00,,,,,true
218.00,SINGLE PROTEIN,P05067,, Amyloid beta A4 protein (A4_HUMAN),21,APP,4.16,false,3.00,12.00,0.00,326.00,86.89,100.00,,,,,true
219.00,SINGLE PROTEIN,P05156,, Complement factor I (CFAI_HUMAN),4,CFI,5.83,false,3.00,6.00,0.01,257.00,65.71,100.00,,,,,true
220.00,SINGLE PROTEIN,P10745,, Retinol-binding protein 3 (RET3_HUMAN),10,RBP3,3.37,false,3.00,5.00,0.00,372.00,135.28,100.00,,,,,true
221.00,SINGLE PROTEIN,P01714,, Ig lambda chain V-III region SH (LV301_HUMAN),,,25.00,true,3.00,27.00,0.14,79.00,11.39,100.00,,,,,true
222.00,SINGLE PROTEIN,P69905,, Hemoglobin subunit alpha (HBA_HUMAN),16,HBA1,30.99,false,3.00,10.00,0.02,171.00,15.25,100.00,,,,,true
223.00,SINGLE PROTEIN,Q96PD5,, N-acetylmuramoyl-L-alanine amidase (PGRP2_HUMAN),19,PGLYRP2,8.68,false,3.00,5.00,0.00,315.00,62.18,100.00,,,,,true
224.00,SINGLE PROTEIN,Q02246,, Contactin-2 (CNTN2_HUMAN),1,CNTN2,4.42,false,3.00,9.00,0.00,370.00,113.32,100.00,,,,,true
225.00,SINGLE PROTEIN,P01701,, Ig lambda chain V-I region NEW (LV103_HUMAN),,,27.03,true,3.00,26.00,0.07,112.00,11.45,100.00,,,,,true
226.00,SINGLE PROTEIN,P09104,, Gamma-enolase (ENOG_HUMAN),12,ENO2,13.13,false,3.00,7.00,0.01,281.00,47.24,100.00,,,,,true
227.00,SINGLE PROTEIN,P01619,, Ig kappa chain V-III region B6 (KV301_HUMAN),,,27.78,true,3.00,34.00,0.14,81.00,11.63,100.00,,,,,true
228.00,SINGLE PROTEIN,P01616,, Ig kappa chain V-II region MIL (KV203_HUMAN),,,21.43,true,3.00,18.00,0.19,58.00,12.05,100.00,,,,,true
229.00,SINGLE PROTEIN,Q8N2S1,, Latent-transforming growth factor beta-binding protein 4 (LTBP4_HUMAN),19,LTBP4,1.85,false,2.00,4.00,0.00,399.00,173.32,100.00,,,,,true
230.00,SINGLE PROTEIN,P27348,, 14-3-3 protein theta (1433T_HUMAN),2,YWHAQ,12.65,false,2.00,5.00,0.01,260.00,27.75,100.00,,,,,true
231.00,SINGLE PROTEIN,P05452,, Tetranectin (TETN_HUMAN),3,CLEC3B,12.87,false,2.00,4.00,0.01,217.00,22.52,100.00,,,,,true
232.00,SINGLE PROTEIN,Q96KN2,, Beta-Ala-His dipeptidase (CNDP1_HUMAN),18,CNDP1,5.52,false,2.00,9.00,0.01,264.00,56.67,100.00,,,,,true
233.00,RELATED PROTEINS,P01699,P04208, Ig lambda chain V-I region VOR (LV101_HUMAN),,,15.32,true,2.00,40.00,0.17,69.00,11.51,100.00,,,,,true
234.00,SINGLE PROTEIN,P04216,, Thy-1 membrane glycoprotein (THY1_HUMAN),11,THY1,15.53,false,2.00,6.00,0.03,159.00,17.92,100.00,,,,,true
235.00,SINGLE PROTEIN,P63104,, 14-3-3 protein zeta/delta (1433Z_HUMAN),8,YWHAZ,12.65,false,2.00,5.00,0.01,266.00,27.73,100.00,,,,,true
236.00,SINGLE PROTEIN,P62258,, 14-3-3 protein epsilon (1433E_HUMAN),17,YWHAE,12.16,false,2.00,5.00,0.01,232.00,29.16,100.00,,,,,true
237.00,SINGLE PROTEIN,Q8N1N4,, Keratin, type II cytoskeletal 78 (K2C78_HUMAN),12,KRT78,4.04,false,2.00,4.00,0.01,287.00,56.83,100.00,,,,,true
238.00,SINGLE PROTEIN,P06888,, Ig lambda chain V-I region EPS (LV109_HUMAN),,,22.94,true,2.00,11.00,0.02,191.00,11.41,100.00,,,,,true
239.00,SINGLE PROTEIN,Q9Y2T3,, Guanine deaminase (GUAD_HUMAN),9,GDA,7.05,false,2.00,4.00,0.01,298.00,50.97,100.00,,,,,true
240.00,SINGLE PROTEIN,P16035,, Metalloproteinase inhibitor 2 (TIMP2_HUMAN),17,TIMP2,15.91,true,2.00,5.00,0.01,238.00,24.38,100.00,,,,,true
241.00,SINGLE PROTEIN,P16152,, Carbonyl reductase [NADPH] 1 (CBR1_HUMAN),21,CBR1,10.11,false,2.00,3.00,0.00,345.00,30.36,100.00,,,,,true
242.00,SINGLE PROTEIN,Q8N126,, Cell adhesion molecule 3 (CADM3_HUMAN),1,CADM3,10.05,false,2.00,6.00,0.01,201.00,43.27,100.00,,,,,true
243.00,SINGLE PROTEIN,Q8WXD2,, Secretogranin-3 (SCG3_HUMAN),15,SCG3,8.12,false,2.00,3.00,0.00,357.00,52.97,100.00,,,,,true
244.00,RELATED PROTEINS,P01825,P06331, Ig heavy chain V-II region NEWM (HV207_HUMAN),,,13.68,true,2.00,81.00,0.28,37.00,12.78,100.00,,,,,true
245.00,SINGLE PROTEIN,P04275,, von Willebrand factor (VWF_HUMAN),12,VWF,1.00,false,2.00,5.00,0.00,405.00,309.06,100.00,,,,,true
246.00,SINGLE PROTEIN,Q9UJJ9,, N-acetylglucosamine-1-phosphotransferase subunit gamma (GNPTG_HUMAN),16,GNPTG,13.44,false,2.00,6.00,0.01,279.00,33.95,100.00,,,,,true
247.00,SINGLE PROTEIN,P13473,, Lysosome-associated membrane glycoprotein 2 (LAMP2_HUMAN),X,LAMP2,4.88,false,2.00,13.00,0.04,146.00,44.93,100.00,,,,,true
248.00,SINGLE PROTEIN,P62873,, Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (GBB1_HUMAN),1,GNB1,8.82,false,2.00,5.00,0.01,250.00,37.35,100.00,,,,,true
249.00,SINGLE PROTEIN,P01591,, Immunoglobulin J chain (IGJ_HUMAN),4,IGJ,16.98,false,2.00,15.00,0.03,153.00,18.09,100.00,,,,,true
250.00,SINGLE PROTEIN,Q9ULP0,, Protein NDRG4 (NDRG4_HUMAN),16,NDRG4,4.26,false,2.00,6.00,0.01,205.00,38.43,100.00,,,,,true
251.00,SINGLE PROTEIN,P49641,, Alpha-mannosidase 2x (MA2A2_HUMAN),15,MAN2A2,1.91,false,2.00,11.00,0.00,312.00,130.46,100.00,,,,,true
252.00,SINGLE PROTEIN,Q12907,, Vesicular integral-membrane protein VIP36 (LMAN2_HUMAN),5,LMAN2,6.46,false,2.00,2.00,0.01,293.00,40.20,100.00,,,,,true
253.00,RELATED AND UNRELATED PROTEINS,P01700,P01709,P01712, Ig lambda chain V-I region HA (LV102_HUMAN),,,11.61,false,2.00,10.00,0.01,212.00,11.89,100.00,,,,,true
254.00,SINGLE PROTEIN,P61626,, Lysozyme C (LYSC_HUMAN),12,LYZ,27.03,false,2.00,3.00,0.01,200.00,16.53,100.00,,,,,true
255.00,SINGLE PROTEIN,P04430,, Ig kappa chain V-I region BAN (KV122_HUMAN),,,16.67,true,2.00,28.00,0.42,27.00,11.83,100.00,,,,,true
256.00,SINGLE PROTEIN,P37837,, Transaldolase (TALDO_HUMAN),11,TALDO1,7.12,false,2.00,5.00,0.01,207.00,37.52,100.00,,,,,true
257.00,RELATED PROTEINS,P62736,P63267,P68032,P68133, Actin, aortic smooth muscle (ACTA_HUMAN),10,ACTA2,8.49,false,2.00,4.00,0.00,403.00,41.98,100.00,,,,,true
258.00,SINGLE PROTEIN,P43146,, Netrin receptor DCC (DCC_HUMAN),18,DCC,2.00,false,2.00,2.00,0.00,388.00,158.36,100.00,,,,,true
259.00,SINGLE PROTEIN,Q9BUN1,, Protein MENT (MENT_HUMAN),,MENT,4.40,false,2.00,5.00,0.01,243.00,36.75,100.00,,,,,true
260.00,SINGLE PROTEIN,P10451,, Osteopontin (OSTP_HUMAN),4,SPP1,10.51,false,2.00,6.00,0.01,233.00,35.40,100.00,,,,,true
261.00,RELATED PROTEINS,P01721,P06317, Ig lambda chain V-VI region AR (LV601_HUMAN),,,14.29,true,2.00,9.00,0.01,213.00,11.91,100.00,,,,,true
262.00,SINGLE PROTEIN,P02748,, Complement component C9 (CO9_HUMAN),5,C9,4.11,false,2.00,9.00,0.01,297.00,63.13,100.00,,,,,true
263.00,SINGLE PROTEIN,Q14118,, Dystroglycan (DAG1_HUMAN),3,DAG1,4.13,false,2.00,6.00,0.01,290.00,97.38,100.00,,,,,true
264.00,SINGLE PROTEIN,P49908,, Selenoprotein P (SEPP1_HUMAN),5,SEPP1,8.40,false,2.00,4.00,0.00,311.00,43.16,100.00,,,,,true
265.00,SINGLE PROTEIN,P01768,, Ig heavy chain V-III region CAM (HV307_HUMAN),,,0.00,true,2.00,18.00,0.00,418.00,13.66,100.00,,,,,true
266.00,SINGLE PROTEIN,Q8WUJ3,, Cell migration-inducing and hyaluronan-binding protein (CEMIP_HUMAN),15,KIAA1199,1.69,false,2.00,4.00,0.00,353.00,152.90,100.00,,,,,true
267.00,SINGLE PROTEIN,Q9ULB1,, Neurexin-1 (NRX1A_HUMAN),2,NRXN1,1.90,false,2.00,11.00,0.00,323.00,161.78,100.00,,,,,true
268.00,SINGLE PROTEIN,Q02413,, Desmoglein-1 (DSG1_HUMAN),18,DSG1,3.34,false,2.00,8.00,0.01,267.00,113.68,100.00,,,,,true
269.00,SINGLE PROTEIN,Q15582,, Transforming growth factor-beta-induced protein ig-h3 (BGH3_HUMAN),5,TGFBI,5.86,false,2.00,3.00,0.00,365.00,74.63,100.00,,,,,true
270.00,SINGLE PROTEIN,Q9NZT1,, Calmodulin-like protein 5 (CALL5_HUMAN),10,CALML5,25.34,true,2.00,8.00,0.02,197.00,15.88,100.00,,,,,true
271.00,SINGLE PROTEIN,P80419,, Ig heavy chain V-III region GAR (HV322_HUMAN),,,20.34,true,2.00,19.00,0.06,114.00,13.08,100.00,,,,,true
272.00,SINGLE PROTEIN,P39060,, Collagen alpha-1(XVIII) chain (COIA1_HUMAN),21,COL18A1,2.11,false,2.00,3.00,0.00,394.00,178.08,100.00,,,,,true
273.00,SINGLE PROTEIN,P10768,, S-formylglutathione hydrolase (ESTD_HUMAN),13,ESD,14.18,false,2.00,7.00,0.01,220.00,31.44,100.00,,,,,true
274.00,SINGLE PROTEIN,P04180,, Phosphatidylcholine-sterol acyltransferase (LCAT_HUMAN),16,LCAT,12.05,false,2.00,3.00,0.00,309.00,49.55,100.00,,,,,true
275.00,SINGLE PROTEIN,P43652,, Afamin (AFAM_HUMAN),4,AFM,4.84,false,2.00,8.00,0.00,330.00,69.02,100.00,,,,,true
276.00,SINGLE PROTEIN,O15394,, Neural cell adhesion molecule 2 (NCAM2_HUMAN),21,NCAM2,3.11,false,2.00,5.00,0.00,322.00,92.99,100.00,,,,,true
277.00,SINGLE PROTEIN,Q86UD1,, Out at first protein homolog (OAF_HUMAN),11,OAF,7.33,false,2.00,12.00,0.04,138.00,30.67,100.00,,,,,true
278.00,SINGLE PROTEIN,P81605,, Dermcidin (DCD_HUMAN),12,DCD,12.73,false,2.00,10.00,0.09,91.00,11.28,100.00,,,,,true
279.00,SINGLE PROTEIN,P01719,, Ig lambda chain V-V region DEL (LV501_HUMAN),,,31.48,false,2.00,22.00,0.14,77.00,11.34,100.00,,,,,true
280.00,SINGLE PROTEIN,P01717,, Ig lambda chain V-IV region Hil (LV403_HUMAN),,,17.76,true,2.00,37.00,0.43,26.00,11.51,100.00,,,,,true
281.00,SINGLE PROTEIN,O60245,, Protocadherin-7 (PCDH7_HUMAN),4,PCDH7,2.62,false,2.00,3.00,0.00,392.00,116.00,100.00,,,,,true
282.00,SINGLE PROTEIN,P00748,, Coagulation factor XII (FA12_HUMAN),5,F12,4.72,false,2.00,7.00,0.01,288.00,67.75,100.00,,,,,true
283.00,SINGLE PROTEIN,Q8IW52,, SLIT and NTRK-like protein 4 (SLIK4_HUMAN),X,SLITRK4,4.18,false,2.00,3.00,0.00,359.00,94.27,100.00,,,,,true
284.00,SINGLE PROTEIN,Q8TER0,, Sushi, nidogen and EGF-like domain-containing protein 1 (SNED1_HUMAN),2,SNED1,1.84,false,2.00,3.00,0.00,387.00,152.10,100.00,,,,,true
285.00,SINGLE PROTEIN,P17174,, Aspartate aminotransferase, cytoplasmic (AATC_HUMAN),10,GOT1,7.75,false,2.00,9.00,0.01,289.00,46.22,100.00,,,,,true
286.00,SINGLE PROTEIN,P01611,, Ig kappa chain V-I region Wes (KV119_HUMAN),,,16.67,false,2.00,21.00,0.17,68.00,11.60,100.00,,,,,true
287.00,SINGLE PROTEIN,P01603,, Ig kappa chain V-I region Ka (KV111_HUMAN),,,26.85,true,2.00,13.00,0.05,130.00,11.89,100.00,,,,,true
288.00,SINGLE PROTEIN,O14498,, Immunoglobulin superfamily containing leucine-rich repeat protein (ISLR_HUMAN),15,ISLR,5.14,false,2.00,5.00,0.00,299.00,45.97,100.00,,,,,true
289.00,SINGLE PROTEIN,Q92859,, Neogenin (NEO1_HUMAN),15,NEO1,0.68,false,1.00,2.00,0.00,409.00,159.92,100.00,,,,,true
290.00,SINGLE PROTEIN,Q9NS85,, Carbonic anhydrase-related protein 10 (CAH10_HUMAN),17,CA10,3.35,false,1.00,1.00,0.00,316.00,37.54,100.00,,,,,true
291.00,SINGLE PROTEIN,O00391,, Sulfhydryl oxidase 1 (QSOX1_HUMAN),1,QSOX1,2.54,false,1.00,2.00,0.00,385.00,82.53,100.00,,,,,true
292.00,SINGLE PROTEIN,P07998,, Ribonuclease pancreatic (RNAS1_HUMAN),14,RNASE1,7.05,false,1.00,1.00,0.00,360.00,17.63,100.00,,,,,true
293.00,SINGLE PROTEIN,Q08554,, Desmocollin-1 (DSC1_HUMAN),18,DSC1,1.68,false,1.00,1.00,0.00,384.00,99.92,100.00,,,,,true
294.00,SINGLE PROTEIN,Q12841,, Follistatin-related protein 1 (FSTL1_HUMAN),3,FSTL1,3.57,false,1.00,2.00,0.00,338.00,34.96,100.00,,,,,true
295.00,SINGLE PROTEIN,P06889,, Ig lambda chain V-IV region MOL (LV405_HUMAN),,,23.58,false,1.00,13.00,0.19,57.00,11.26,100.00,,,,,true
296.00,SINGLE PROTEIN,O00299,, Chloride intracellular channel protein 1 (CLIC1_HUMAN),6,CLIC1,7.47,false,1.00,1.00,0.00,350.00,26.91,100.00,,,,,true
297.00,RELATED AND UNRELATED PROTEINS,P0CG47,P0CG48,P62979,P62987, Polyubiquitin-B (UBB_HUMAN),17,UBB,20.96,false,1.00,13.00,0.01,226.00,25.75,100.00,,,,,true
298.00,SINGLE PROTEIN,P08637,, Low affinity immunoglobulin gamma Fc region receptor III-A (FCG3A_HUMAN),1,FCGR3A,4.33,false,1.00,1.00,0.01,270.00,29.07,100.00,,,,,true
299.00,SINGLE PROTEIN,Q6UXD5,, Seizure 6-like protein 2 (SE6L2_HUMAN),16,SEZ6L2,1.76,false,1.00,4.00,0.01,252.00,97.50,100.00,,,,,true
300.00,SINGLE PROTEIN,O00462,, Beta-mannosidase (MANBA_HUMAN),4,MANBA,1.48,false,1.00,6.00,0.01,263.00,100.83,100.00,,,,,true
301.00,SINGLE PROTEIN,Q15904,, V-type proton ATPase subunit S1 (VAS1_HUMAN),X,ATP6AP1,2.98,false,1.00,4.00,0.01,231.00,51.99,100.00,,,,,true
302.00,SINGLE PROTEIN,Q9BVC6,, Transmembrane protein 109 (TM109_HUMAN),11,TMEM109,4.94,false,1.00,1.00,0.00,346.00,26.19,100.00,,,,,true
303.00,SINGLE PROTEIN,P06681,, Complement C2 (CO2_HUMAN),6,C2,1.60,false,1.00,4.00,0.00,327.00,83.21,100.00,,,,,true
304.00,SINGLE PROTEIN,Q6NW40,, RGM domain family member B (RGMB_HUMAN),5,RGMB,4.12,false,1.00,3.00,0.01,244.00,47.52,100.00,,,,,true
305.00,SINGLE PROTEIN,Q9HCB6,, Spondin-1 (SPON1_HUMAN),11,SPON1,2.11,false,1.00,7.00,0.00,379.00,90.91,100.00,,,,,true
306.00,SINGLE PROTEIN,P11047,, Laminin subunit gamma-1 (LAMC1_HUMAN),1,LAMC1,0.81,false,1.00,1.00,0.00,416.00,177.49,100.00,,,,,true
