CSF-PR / CSF GEL DEPLETED FRACTION / Proteins / 
index,PI,Accession,Other Protein(s),Description,CHROMOSOME,Gene Name,Coverage(%),Non Enzymatic Peptides,#Peptides,#Spectra,NSAF,RANK (NSAF),MW,Confidence,Spectrum Lower Range,Spectrum Upper Range,Peptide Lower Range,Peptide Upper Range,Validated
436.00,SINGLE PROTEIN,P26992,, Ciliary neurotrophic factor receptor subunit alpha (CNTFR_HUMAN),9,CNTFR,41.94,true,14.00,103.00,0.12,138.00,40.61,100.00,,,,,true
437.00,SINGLE PROTEIN,P00740,, Coagulation factor IX (FA9_HUMAN),X,F9,36.66,false,14.00,71.00,0.05,329.00,51.74,100.00,,,,,true
438.00,SINGLE PROTEIN,P40121,, Macrophage-capping protein (CAPG_HUMAN),2,CAPG,35.34,true,14.00,23.00,0.01,923.00,38.47,100.00,,,,,true
439.00,SINGLE PROTEIN,P42785,, Lysosomal Pro-X carboxypeptidase (PCP_HUMAN),11,PRCP,28.63,true,14.00,66.00,0.04,410.00,55.76,100.00,,,,,true
440.00,SINGLE PROTEIN,Q9UM47,, Neurogenic locus notch homolog protein 3 (NOTC3_HUMAN),19,NOTCH3,8.32,true,14.00,29.00,0.00,1458.00,243.47,100.00,,,,,true
441.00,SINGLE PROTEIN,Q96S96,, Phosphatidylethanolamine-binding protein 4 (PEBP4_HUMAN),8,PEBP4,53.74,true,14.00,85.00,0.16,93.00,25.72,100.00,,,,,true
442.00,SINGLE PROTEIN,Q9UPU3,, VPS10 domain-containing receptor SorCS3 (SORC3_HUMAN),10,SORCS3,12.19,false,14.00,38.00,0.01,1071.00,135.67,100.00,,,,,true
443.00,SINGLE PROTEIN,P35555,, Fibrillin-1 (FBN1_HUMAN),15,FBN1,5.85,false,14.00,27.00,0.00,1535.00,312.02,100.00,,,,,true
444.00,SINGLE PROTEIN,P39060,, Collagen alpha-1(XVIII) chain (COIA1_HUMAN),21,COL18A1,7.92,true,14.00,79.00,0.01,887.00,178.08,100.00,,,,,true
445.00,SINGLE PROTEIN,P23515,, Oligodendrocyte-myelin glycoprotein (OMGP_HUMAN),17,OMG,27.95,true,14.00,272.00,0.35,38.00,49.58,100.00,,,,,true
446.00,SINGLE PROTEIN,Q9Y279,, V-set and immunoglobulin domain-containing protein 4 (VSIG4_HUMAN),X,VSIG4,38.60,true,13.00,64.00,0.06,276.00,43.96,100.00,,,,,true
447.00,SINGLE PROTEIN,Q9UKM7,, Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (MA1B1_HUMAN),9,MAN1B1,23.03,false,13.00,31.00,0.02,724.00,79.53,100.00,,,,,true
448.00,SINGLE PROTEIN,Q99985,, Semaphorin-3C (SEM3C_HUMAN),7,SEMA3C,25.83,false,13.00,24.00,0.00,1180.00,85.15,100.00,,,,,true
449.00,SINGLE PROTEIN,Q9Y696,, Chloride intracellular channel protein 4 (CLIC4_HUMAN),1,CLIC4,49.01,false,13.00,34.00,0.02,576.00,28.75,100.00,,,,,true
450.00,SINGLE PROTEIN,O75078,, Disintegrin and metalloproteinase domain-containing protein 11 (ADA11_HUMAN),17,ADAM11,21.07,false,13.00,26.00,0.01,973.00,83.36,100.00,,,,,true
451.00,SINGLE PROTEIN,Q9BU40,, Chordin-like protein 1 (CRDL1_HUMAN),X,CHRDL1,37.78,true,13.00,39.00,0.02,558.00,51.13,100.00,,,,,true
452.00,SINGLE PROTEIN,Q99538,, Legumain (LGMN_HUMAN),14,LGMN,31.87,true,13.00,33.00,0.02,610.00,49.38,100.00,,,,,true
453.00,SINGLE PROTEIN,Q05707,, Collagen alpha-1(XIV) chain (COEA1_HUMAN),8,COL14A1,9.35,false,13.00,40.00,0.00,1208.00,193.39,100.00,,,,,true
454.00,SINGLE PROTEIN,P32119,, Peroxiredoxin-2 (PRDX2_HUMAN),19,PRDX2,46.46,true,13.00,58.00,0.06,273.00,21.88,100.00,,,,,true
455.00,RELATED PROTEINS,P02538,P48668, Keratin, type II cytoskeletal 6A (K2C6A_HUMAN),12,KRT6A,21.28,false,13.00,159.00,0.02,645.00,60.01,100.00,,,,,true
456.00,SINGLE PROTEIN,Q9UNW1,, Multiple inositol polyphosphate phosphatase 1 (MINP1_HUMAN),10,MINPP1,39.22,false,13.00,44.00,0.02,706.00,55.02,100.00,,,,,true
457.00,SINGLE PROTEIN,P51888,, Prolargin (PRELP_HUMAN),1,PRELP,37.70,false,13.00,79.00,0.06,254.00,43.78,100.00,,,,,true
458.00,SINGLE PROTEIN,P34096,, Ribonuclease 4 (RNAS4_HUMAN),14,RNASE4,54.42,false,13.00,49.00,0.08,211.00,16.83,100.00,,,,,true
459.00,SINGLE PROTEIN,P15311,, Ezrin (EZRI_HUMAN),6,EZR,20.31,false,13.00,34.00,0.01,1036.00,69.37,100.00,,,,,true
460.00,SINGLE PROTEIN,P31946,, 14-3-3 protein beta/alpha (1433B_HUMAN),20,YWHAB,51.63,false,13.00,27.00,0.01,910.00,28.06,100.00,,,,,true
461.00,SINGLE PROTEIN,Q8IUC8,, Polypeptide N-acetylgalactosaminyltransferase 13 (GLT13_HUMAN),2,GALNT13,22.84,false,13.00,39.00,0.01,935.00,64.01,100.00,,,,,true
462.00,SINGLE PROTEIN,Q8NBI6,, Xyloside xylosyltransferase 1 (XXLT1_HUMAN),3,XXYLT1,35.37,false,13.00,26.00,0.01,838.00,43.78,100.00,,,,,true
463.00,SINGLE PROTEIN,Q9Y4L1,, Hypoxia up-regulated protein 1 (HYOU1_HUMAN),11,HYOU1,10.61,false,13.00,95.00,0.01,790.00,111.27,100.00,,,,,true
464.00,SINGLE PROTEIN,P02533,, Keratin, type I cytoskeletal 14 (K1C14_HUMAN),17,KRT14,24.36,false,13.00,162.00,0.02,617.00,51.53,100.00,,,,,true
465.00,SINGLE PROTEIN,P07360,, Complement component C8 gamma chain (CO8G_HUMAN),9,C8G,53.96,true,13.00,68.00,0.09,204.00,22.26,100.00,,,,,true
466.00,SINGLE PROTEIN,Q96B86,, Repulsive guidance molecule A (RGMA_HUMAN),15,RGMA,33.56,false,13.00,60.00,0.04,406.00,49.32,100.00,,,,,true
467.00,SINGLE PROTEIN,P40925,, Malate dehydrogenase, cytoplasmic (MDHC_HUMAN),2,MDH1,50.00,true,13.00,55.00,0.05,333.00,36.40,100.00,,,,,true
468.00,SINGLE PROTEIN,Q9BRK5,, 45 kDa calcium-binding protein (CAB45_HUMAN),1,SDF4,46.96,false,13.00,58.00,0.05,321.00,41.78,100.00,,,,,true
469.00,SINGLE PROTEIN,Q9UGM5,, Fetuin-B (FETUB_HUMAN),3,FETUB,34.03,true,12.00,56.00,0.07,232.00,42.03,100.00,,,,,true
470.00,SINGLE PROTEIN,O60888,, Protein CutA (CUTA_HUMAN),6,CUTA,40.78,true,12.00,83.00,0.27,58.00,19.10,100.00,,,,,true
471.00,SINGLE PROTEIN,Q99983,, Osteomodulin (OMD_HUMAN),9,OMD,32.54,false,12.00,105.00,0.09,201.00,49.46,100.00,,,,,true
472.00,SINGLE PROTEIN,P35241,, Radixin (RADI_HUMAN),11,RDX,17.32,false,12.00,31.00,0.00,1187.00,68.52,100.00,,,,,true
473.00,SINGLE PROTEIN,Q9UBX1,, Cathepsin F (CATF_HUMAN),11,CTSF,27.07,false,12.00,46.00,0.02,722.00,53.33,100.00,,,,,true
474.00,SINGLE PROTEIN,P01876,, Ig alpha-1 chain C region (IGHA1_HUMAN),14,IGHA1,40.79,false,12.00,82.00,0.09,193.00,37.63,100.00,,,,,true
475.00,SINGLE PROTEIN,P00533,, Epidermal growth factor receptor (EGFR_HUMAN),7,EGFR,14.21,false,12.00,43.00,0.01,949.00,134.19,100.00,,,,,true
476.00,SINGLE PROTEIN,P02763,, Alpha-1-acid glycoprotein 1 (A1AG1_HUMAN),9,ORM1,45.27,false,12.00,127.00,0.22,68.00,23.50,100.00,,,,,true
477.00,SINGLE PROTEIN,Q9Y2E5,, Epididymis-specific alpha-mannosidase (MA2B2_HUMAN),4,MAN2B2,18.93,false,12.00,26.00,0.01,1112.00,113.91,100.00,,,,,true
478.00,SINGLE PROTEIN,P07108,, Acyl-CoA-binding protein (ACBP_HUMAN),2,DBI,70.11,true,12.00,50.00,0.15,102.00,10.04,100.00,,,,,true
479.00,RELATED AND UNRELATED PROTEINS,P0CG47,P0CG48,P62979,P62987, Polyubiquitin-B (UBB_HUMAN),17,UBB,94.32,true,12.00,109.00,0.03,481.00,25.75,100.00,,,,,true
480.00,SINGLE PROTEIN,P18428,, Lipopolysaccharide-binding protein (LBP_HUMAN),20,LBP,26.20,false,12.00,24.00,0.02,639.00,53.35,100.00,,,,,true
481.00,SINGLE PROTEIN,Q6P9A2,, Polypeptide N-acetylgalactosaminyltransferase 18 (GLT18_HUMAN),11,GALNTL4,22.73,false,12.00,32.00,0.01,843.00,69.52,100.00,,,,,true
482.00,SINGLE PROTEIN,P33151,, Cadherin-5 (CADH5_HUMAN),16,CDH5,13.27,false,12.00,44.00,0.02,703.00,87.47,100.00,,,,,true
483.00,SINGLE PROTEIN,P11362,, Fibroblast growth factor receptor 1 (FGFR1_HUMAN),8,FGFR1,12.41,false,12.00,90.00,0.05,297.00,91.81,100.00,,,,,true
484.00,SINGLE PROTEIN,Q15493,, Regucalcin (RGN_HUMAN),X,RGN,36.12,false,12.00,22.00,0.02,647.00,33.23,100.00,,,,,true
485.00,SINGLE PROTEIN,P07237,, Protein disulfide-isomerase (PDIA1_HUMAN),17,P4HB,34.06,false,12.00,37.00,0.02,561.00,57.08,100.00,,,,,true
486.00,SINGLE PROTEIN,P09417,, Dihydropteridine reductase (DHPR_HUMAN),4,QDPR,50.82,true,12.00,34.00,0.02,548.00,25.77,100.00,,,,,true
487.00,SINGLE PROTEIN,Q6IEE7,, Transmembrane protein 132E (T132E_HUMAN),17,TMEM132E,16.36,false,12.00,25.00,0.01,982.00,107.03,100.00,,,,,true
488.00,SINGLE PROTEIN,Q8NFZ4,, Neuroligin-2 (NLGN2_HUMAN),17,NLGN2,20.24,true,12.00,45.00,0.03,532.00,90.76,100.00,,,,,true
489.00,SINGLE PROTEIN,P09603,, Macrophage colony-stimulating factor 1 (CSF1_HUMAN),1,CSF1,28.34,true,12.00,87.00,0.10,170.00,60.14,100.00,,,,,true
490.00,SINGLE PROTEIN,P09622,, Dihydrolipoyl dehydrogenase, mitochondrial (DLDH_HUMAN),7,DLD,34.38,true,12.00,28.00,0.02,671.00,54.14,100.00,,,,,true
491.00,SINGLE PROTEIN,Q92765,, Secreted frizzled-related protein 3 (SFRP3_HUMAN),2,FRZB,34.77,true,12.00,32.00,0.04,361.00,36.23,100.00,,,,,true
492.00,SINGLE PROTEIN,Q9UN36,, Protein NDRG2 (NDRG2_HUMAN),14,NDRG2,41.24,true,12.00,47.00,0.05,337.00,40.77,100.00,,,,,true
493.00,SINGLE PROTEIN,P48723,, Heat shock 70 kDa protein 13 (HSP13_HUMAN),21,HSPA13,33.33,false,12.00,34.00,0.01,777.00,51.90,100.00,,,,,true
494.00,SINGLE PROTEIN,O75368,, SH3 domain-binding glutamic acid-rich-like protein (SH3L1_HUMAN),X,SH3BGRL,83.33,true,12.00,47.00,0.08,217.00,12.77,100.00,,,,,true
495.00,SINGLE PROTEIN,Q08174,, Protocadherin-1 (PCDH1_HUMAN),5,PCDH1,15.75,false,12.00,104.00,0.04,418.00,114.67,100.00,,,,,true
496.00,SINGLE PROTEIN,Q13510,, Acid ceramidase (ASAH1_HUMAN),8,ASAH1,36.96,true,12.00,41.00,0.03,521.00,44.63,100.00,,,,,true
497.00,SINGLE PROTEIN,Q9NZK5,, Adenosine deaminase CECR1 (CECR1_HUMAN),22,CECR1,27.79,false,12.00,30.00,0.01,844.00,58.90,100.00,,,,,true
498.00,SINGLE PROTEIN,Q9BZG9,, Ly-6/neurotoxin-like protein 1 (LYNX1_HUMAN),8,LYNX1,33.59,true,12.00,97.00,0.43,26.00,14.02,100.00,,,,,true
499.00,SINGLE PROTEIN,P54756,, Ephrin type-A receptor 5 (EPHA5_HUMAN),4,EPHA5,12.05,true,12.00,56.00,0.01,1020.00,114.73,100.00,,,,,true
500.00,SINGLE PROTEIN,P20933,, N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase (ASPG_HUMAN),4,AGA,27.46,true,12.00,65.00,0.10,164.00,37.18,100.00,,,,,true
501.00,SINGLE PROTEIN,P18669,, Phosphoglycerate mutase 1 (PGAM1_HUMAN),10,PGAM1,49.61,false,12.00,32.00,0.03,477.00,28.79,100.00,,,,,true
502.00,SINGLE PROTEIN,Q9NY97,, N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2 (B3GN2_HUMAN),2,B3GNT2,44.58,false,12.00,54.00,0.04,409.00,45.99,100.00,,,,,true
503.00,SINGLE PROTEIN,Q99674,, Cell growth regulator with EF hand domain protein 1 (CGRE1_HUMAN),2,CGREF1,53.49,false,12.00,55.00,0.10,168.00,31.89,100.00,,,,,true
504.00,SINGLE PROTEIN,Q86UN3,, Reticulon-4 receptor-like 2 (R4RL2_HUMAN),11,RTN4RL2,29.29,false,12.00,68.00,0.07,224.00,46.08,100.00,,,,,true
505.00,SINGLE PROTEIN,Q01469,, Fatty acid-binding protein, epidermal (FABP5_HUMAN),8,FABP5,69.63,false,12.00,29.00,0.04,412.00,15.15,100.00,,,,,true
506.00,SINGLE PROTEIN,Q99715,, Collagen alpha-1(XII) chain (COCA1_HUMAN),6,COL12A1,5.78,false,12.00,27.00,0.00,1515.00,332.94,100.00,,,,,true
507.00,SINGLE PROTEIN,P08779,, Keratin, type I cytoskeletal 16 (K1C16_HUMAN),17,KRT16,25.16,false,12.00,150.00,0.02,673.00,51.24,100.00,,,,,true
508.00,SINGLE PROTEIN,Q9UKU6,, Thyrotropin-releasing hormone-degrading ectoenzyme (TRHDE_HUMAN),12,TRHDE,10.94,false,11.00,24.00,0.01,976.00,116.93,100.00,,,,,true
509.00,SINGLE PROTEIN,A6NLU5,, V-set and transmembrane domain-containing protein 2B (VTM2B_HUMAN),19,VSTM2B,34.74,true,11.00,71.00,0.10,166.00,30.28,100.00,,,,,true
510.00,SINGLE PROTEIN,Q15904,, V-type proton ATPase subunit S1 (VAS1_HUMAN),X,ATP6AP1,21.49,true,11.00,48.00,0.03,436.00,51.99,100.00,,,,,true
511.00,SINGLE PROTEIN,Q99523,, Sortilin (SORT_HUMAN),1,SORT1,16.61,false,11.00,41.00,0.01,826.00,92.01,100.00,,,,,true
512.00,SINGLE PROTEIN,O00339,, Matrilin-2 (MATN2_HUMAN),8,MATN2,17.47,false,11.00,34.00,0.01,925.00,106.77,100.00,,,,,true
513.00,SINGLE PROTEIN,P57087,, Junctional adhesion molecule B (JAM2_HUMAN),21,JAM2,32.55,true,11.00,30.00,0.07,222.00,33.19,100.00,,,,,true
514.00,SINGLE PROTEIN,Q9BTY2,, Plasma alpha-L-fucosidase (FUCO2_HUMAN),6,FUCA2,23.98,false,11.00,36.00,0.03,503.00,54.03,100.00,,,,,true
515.00,SINGLE PROTEIN,Q9UBX7,, Kallikrein-11 (KLK11_HUMAN),19,KLK11,40.78,false,11.00,30.00,0.04,420.00,31.04,100.00,,,,,true
516.00,SINGLE PROTEIN,P13489,, Ribonuclease inhibitor (RINI_HUMAN),11,RNH1,34.71,false,11.00,15.00,0.01,1108.00,49.94,100.00,,,,,true
517.00,SINGLE PROTEIN,P61970,, Nuclear transport factor 2 (NTF2_HUMAN),16,NUTF2,74.80,true,11.00,37.00,0.09,203.00,14.47,100.00,,,,,true
518.00,SINGLE PROTEIN,Q9ULB5,, Cadherin-7 (CADH7_HUMAN),18,CDH7,18.22,false,11.00,27.00,0.01,1143.00,87.03,100.00,,,,,true
519.00,SINGLE PROTEIN,P10768,, S-formylglutathione hydrolase (ESTD_HUMAN),13,ESD,49.65,false,11.00,20.00,0.02,732.00,31.44,100.00,,,,,true
520.00,SINGLE PROTEIN,Q92563,, Testican-2 (TICN2_HUMAN),10,SPOCK2,28.30,true,11.00,63.00,0.03,450.00,46.75,100.00,,,,,true
521.00,SINGLE PROTEIN,P04066,, Tissue alpha-L-fucosidase (FUCO_HUMAN),1,FUCA1,34.12,true,11.00,39.00,0.02,627.00,53.65,100.00,,,,,true
522.00,SINGLE PROTEIN,O75503,, Ceroid-lipofuscinosis neuronal protein 5 (CLN5_HUMAN),13,CLN5,32.68,false,11.00,44.00,0.03,541.00,41.47,100.00,,,,,true
523.00,SINGLE PROTEIN,O60476,, Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB (MA1A2_HUMAN),1,MAN1A2,23.24,true,11.00,20.00,0.00,1250.00,72.96,100.00,,,,,true
524.00,SINGLE PROTEIN,P27348,, 14-3-3 protein theta (1433T_HUMAN),2,YWHAQ,43.27,false,11.00,21.00,0.01,862.00,27.75,100.00,,,,,true
525.00,SINGLE PROTEIN,P53634,, Dipeptidyl peptidase 1 (CATC_HUMAN),11,CTSC,23.54,true,11.00,39.00,0.02,684.00,51.82,100.00,,,,,true
526.00,SINGLE PROTEIN,P09960,, Leukotriene A-4 hydrolase (LKHA4_HUMAN),12,LTA4H,25.20,false,11.00,17.00,0.00,1355.00,69.24,100.00,,,,,true
527.00,SINGLE PROTEIN,P05121,, Plasminogen activator inhibitor 1 (PAI1_HUMAN),7,SERPINE1,28.11,false,11.00,21.00,0.01,990.00,45.03,100.00,,,,,true
528.00,SINGLE PROTEIN,P20742,, Pregnancy zone protein (PZP_HUMAN),12,PZP,8.23,false,11.00,60.00,0.00,1230.00,163.76,100.00,,,,,true
529.00,SINGLE PROTEIN,Q5JZY3,, Ephrin type-A receptor 10 (EPHAA_HUMAN),1,EPHA10,16.07,true,11.00,42.00,0.01,781.00,109.56,100.00,,,,,true
530.00,SINGLE PROTEIN,Q8IZJ3,, C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8 (CPMD8_HUMAN),19,CPAMD8,9.07,true,11.00,18.00,0.00,1279.00,206.57,100.00,,,,,true
531.00,SINGLE PROTEIN,P13987,, CD59 glycoprotein (CD59_HUMAN),11,CD59,57.81,true,11.00,136.00,0.69,18.00,14.17,100.00,,,,,true
532.00,SINGLE PROTEIN,P49908,, Selenoprotein P (SEPP1_HUMAN),5,SEPP1,21.78,true,11.00,76.00,0.05,324.00,43.16,100.00,,,,,true
533.00,SINGLE PROTEIN,Q13275,, Semaphorin-3F (SEM3F_HUMAN),3,SEMA3F,22.80,true,11.00,21.00,0.00,1285.00,88.33,100.00,,,,,true
534.00,SINGLE PROTEIN,P05937,, Calbindin (CALB1_HUMAN),8,CALB1,43.68,false,11.00,21.00,0.01,856.00,30.01,100.00,,,,,true
535.00,SINGLE PROTEIN,O15197,, Ephrin type-B receptor 6 (EPHB6_HUMAN),7,EPHB6,13.12,false,11.00,44.00,0.01,1011.00,110.63,100.00,,,,,true
536.00,SINGLE PROTEIN,P58400,, Neurexin-1-beta (NRX1B_HUMAN),2,NRXN1,35.07,true,11.00,118.00,0.02,664.00,46.83,100.00,,,,,true
537.00,SINGLE PROTEIN,P04180,, Phosphatidylcholine-sterol acyltransferase (LCAT_HUMAN),16,LCAT,36.14,true,11.00,45.00,0.05,298.00,49.55,100.00,,,,,true
538.00,SINGLE PROTEIN,O95633,, Follistatin-related protein 3 (FSTL3_HUMAN),19,FSTL3,34.98,true,11.00,35.00,0.05,308.00,27.64,100.00,,,,,true
539.00,SINGLE PROTEIN,P19835,, Bile salt-activated lipase (CEL_HUMAN),9,CEL,18.06,false,11.00,35.00,0.03,466.00,79.27,100.00,,,,,true
540.00,SINGLE PROTEIN,Q8IUK5,, Plexin domain-containing protein 1 (PLDX1_HUMAN),17,PLXDC1,26.80,false,11.00,53.00,0.03,489.00,55.72,100.00,,,,,true
541.00,SINGLE PROTEIN,Q99784,, Noelin (NOE1_HUMAN),9,OLFM1,21.86,true,11.00,40.00,0.03,495.00,55.31,100.00,,,,,true
542.00,SINGLE PROTEIN,P02144,, Myoglobin (MYG_HUMAN),22,MB,68.18,true,11.00,52.00,0.14,110.00,17.17,100.00,,,,,true
543.00,SINGLE PROTEIN,P10599,, Thioredoxin (THIO_HUMAN),9,TXN,51.43,false,11.00,37.00,0.11,154.00,11.73,100.00,,,,,true
544.00,SINGLE PROTEIN,Q6EMK4,, Vasorin (VASN_HUMAN),16,VASN,25.71,true,11.00,89.00,0.08,219.00,71.67,100.00,,,,,true
545.00,SINGLE PROTEIN,P23435,, Cerebellin-1 (CBLN1_HUMAN),16,CBLN1,47.15,false,11.00,55.00,0.09,188.00,21.08,100.00,,,,,true
546.00,SINGLE PROTEIN,P09172,, Dopamine beta-hydroxylase (DOPO_HUMAN),9,DBH,23.82,false,11.00,23.00,0.01,806.00,69.02,100.00,,,,,true
547.00,SINGLE PROTEIN,Q9UJA9,, Ectonucleotide pyrophosphatase/phosphodiesterase family member 5 (ENPP5_HUMAN),6,ENPP5,25.58,false,11.00,55.00,0.04,375.00,54.63,100.00,,,,,true
548.00,SINGLE PROTEIN,Q15375,, Ephrin type-A receptor 7 (EPHA7_HUMAN),6,EPHA7,14.13,true,11.00,50.00,0.01,1057.00,112.02,100.00,,,,,true
549.00,SINGLE PROTEIN,O75787,, Renin receptor (RENR_HUMAN),X,ATP6AP2,32.57,false,11.00,23.00,0.02,588.00,38.98,100.00,,,,,true
550.00,SINGLE PROTEIN,P00746,, Complement factor D (CFAD_HUMAN),19,CFD,60.08,false,11.00,33.00,0.05,314.00,27.02,100.00,,,,,true
551.00,SINGLE PROTEIN,Q6UXK5,, Leucine-rich repeat neuronal protein 1 (LRRN1_HUMAN),3,LRRN1,22.35,true,11.00,31.00,0.02,545.00,80.67,100.00,,,,,true
552.00,SINGLE PROTEIN,Q08431,, Lactadherin (MFGM_HUMAN),15,MFGE8,35.40,false,11.00,27.00,0.02,720.00,43.10,100.00,,,,,true
553.00,SINGLE PROTEIN,P15169,, Carboxypeptidase N catalytic chain (CBPN_HUMAN),10,CPN1,29.48,false,11.00,25.00,0.02,611.00,52.25,100.00,,,,,true
554.00,SINGLE PROTEIN,P27169,, Serum paraoxonase/arylesterase 1 (PON1_HUMAN),7,PON1,46.20,false,11.00,57.00,0.05,306.00,39.71,100.00,,,,,true
555.00,SINGLE PROTEIN,Q9UHG2,, ProSAAS (PCSK1_HUMAN),X,PCSK1N,38.46,true,11.00,67.00,0.06,289.00,27.36,100.00,,,,,true
556.00,SINGLE PROTEIN,P01344,, Insulin-like growth factor II (IGF2_HUMAN),11,IGF2,37.78,true,11.00,88.00,0.11,147.00,20.13,100.00,,,,,true
557.00,SINGLE PROTEIN,Q8NES3,, Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe (LFNG_HUMAN),7,LFNG,28.50,true,11.00,25.00,0.02,562.00,41.75,100.00,,,,,true
558.00,SINGLE PROTEIN,Q15223,, Nectin-1 (PVRL1_HUMAN),11,PVRL1,28.43,true,11.00,78.00,0.06,261.00,57.12,100.00,,,,,true
559.00,SINGLE PROTEIN,Q86UD1,, Out at first protein homolog (OAF_HUMAN),11,OAF,46.52,false,11.00,68.00,0.09,178.00,30.67,100.00,,,,,true
560.00,SINGLE PROTEIN,Q9HC38,, Glyoxalase domain-containing protein 4 (GLOD4_HUMAN),17,GLOD4,37.38,false,11.00,25.00,0.02,635.00,34.77,100.00,,,,,true
561.00,SINGLE PROTEIN,P19652,, Alpha-1-acid glycoprotein 2 (A1AG2_HUMAN),9,ORM2,44.28,false,10.00,69.00,0.11,158.00,23.59,100.00,,,,,true
562.00,SINGLE PROTEIN,Q9UP79,, A disintegrin and metalloproteinase with thrombospondin motifs 8 (ATS8_HUMAN),11,ADAMTS8,16.09,true,10.00,18.00,0.00,1338.00,96.40,100.00,,,,,true
563.00,SINGLE PROTEIN,Q6P179,, Endoplasmic reticulum aminopeptidase 2 (ERAP2_HUMAN),5,ERAP2,12.08,false,10.00,17.00,0.00,1302.00,110.39,100.00,,,,,true
564.00,SINGLE PROTEIN,O75063,, Glycosaminoglycan xylosylkinase (XYLK_HUMAN),1,FAM20B,34.47,true,10.00,21.00,0.01,1088.00,46.40,100.00,,,,,true
565.00,SINGLE PROTEIN,P61981,, 14-3-3 protein gamma (1433G_HUMAN),7,YWHAG,43.72,false,10.00,30.00,0.02,649.00,28.28,100.00,,,,,true
566.00,SINGLE PROTEIN,P16930,, Fumarylacetoacetase (FAAA_HUMAN),15,FAH,26.25,false,10.00,17.00,0.01,761.00,46.34,100.00,,,,,true
567.00,SINGLE PROTEIN,Q93063,, Exostosin-2 (EXT2_HUMAN),11,EXT2,18.38,false,10.00,30.00,0.01,1118.00,82.20,100.00,,,,,true
568.00,SINGLE PROTEIN,Q9Y6N6,, Laminin subunit gamma-3 (LAMC3_HUMAN),9,LAMC3,7.56,false,10.00,16.00,0.00,1214.00,171.12,100.00,,,,,true
569.00,SINGLE PROTEIN,P10745,, Retinol-binding protein 3 (RET3_HUMAN),10,RBP3,11.07,false,10.00,22.00,0.01,1082.00,135.28,100.00,,,,,true
570.00,SINGLE PROTEIN,P12955,, Xaa-Pro dipeptidase (PEPD_HUMAN),19,PEPD,33.27,true,10.00,21.00,0.01,822.00,54.51,100.00,,,,,true
571.00,SINGLE PROTEIN,P41217,, OX-2 membrane glycoprotein (OX2G_HUMAN),3,CD200,29.86,true,10.00,42.00,0.04,373.00,31.24,100.00,,,,,true
572.00,SINGLE PROTEIN,P30530,, Tyrosine-protein kinase receptor UFO (UFO_HUMAN),19,AXL,13.09,true,10.00,81.00,0.03,514.00,98.27,100.00,,,,,true
573.00,SINGLE PROTEIN,O43157,, Plexin-B1 (PLXB1_HUMAN),3,PLXNB1,6.84,false,10.00,29.00,0.01,1008.00,232.15,100.00,,,,,true
574.00,SINGLE PROTEIN,Q9GZP4,, PITH domain-containing protein 1 (PITH1_HUMAN),1,PITHD1,45.50,false,10.00,25.00,0.02,559.00,24.16,100.00,,,,,true
575.00,SINGLE PROTEIN,P34059,, N-acetylgalactosamine-6-sulfatase (GALNS_HUMAN),16,GALNS,22.41,false,10.00,34.00,0.02,731.00,57.99,100.00,,,,,true
576.00,SINGLE PROTEIN,Q99969,, Retinoic acid receptor responder protein 2 (RARR2_HUMAN),7,RARRES2,39.26,true,10.00,50.00,0.07,248.00,18.61,100.00,,,,,true
577.00,SINGLE PROTEIN,P58401,, Neurexin-2-beta (NRX2B_HUMAN),11,NRXN2,15.77,false,10.00,79.00,0.01,830.00,70.88,100.00,,,,,true
578.00,SINGLE PROTEIN,Q14165,, Malectin (MLEC_HUMAN),12,MLEC,40.07,false,10.00,43.00,0.05,320.00,32.21,100.00,,,,,true
579.00,SINGLE PROTEIN,Q15819,, Ubiquitin-conjugating enzyme E2 variant 2 (UB2V2_HUMAN),8,UBE2V2,58.62,false,10.00,17.00,0.02,605.00,16.35,100.00,,,,,true
580.00,SINGLE PROTEIN,P00390,, Glutathione reductase, mitochondrial (GSHR_HUMAN),8,GSR,34.10,false,10.00,17.00,0.01,1090.00,56.22,100.00,,,,,true
581.00,SINGLE PROTEIN,O43278,, Kunitz-type protease inhibitor 1 (SPIT1_HUMAN),15,SPINT1,20.60,false,10.00,28.00,0.02,565.00,58.36,100.00,,,,,true
582.00,SINGLE PROTEIN,Q8TCZ2,, CD99 antigen-like protein 2 (C99L2_HUMAN),X,CD99L2,44.66,true,10.00,55.00,0.08,209.00,27.97,100.00,,,,,true
583.00,SINGLE PROTEIN,Q8N608,, Inactive dipeptidyl peptidase 10 (DPP10_HUMAN),2,DPP10,14.32,false,10.00,15.00,0.01,1136.00,90.83,100.00,,,,,true
584.00,SINGLE PROTEIN,Q96BZ4,, Phospholipase D4 (PLD4_HUMAN),14,PLD4,25.69,false,10.00,46.00,0.05,328.00,55.59,100.00,,,,,true
